0,0.00721,3.00253
1,0.007254,3.09801
2,0.007322,3.09808
3,0.007345,3.14264
4,0.007586,3.14268
5,0.007879,3.14271
6,0.008075,3.14273
7,0.008295,3.14276
8,0.008578,3.14279
9,0.008776,3.17151
10,0.008873,3.17154
11,0.008975,3.17156
12,0.009106,3.17158
13,0.009174,3.1716
14,0.009224,3.17162
15,0.009291,3.17164
16,0.00935,3.17167
17,0.00947,3.1717
18,0.009537,3.17172
19,0.009879,3.17174
20,0.009938,3.17177
21,0.01009,3.17179
22,0.010194,3.17181
23,0.010407,3.17183
24,0.010568,3.17185
25,0.014416,3.17187
26,0.015089,3.17189
27,0.015538,3.17191
28,0.015978,3.17193
29,0.017937,3.17195
30,0.018219,3.17197
31,0.018602,3.17198
32,0.01899,3.17201
33,0.019293,3.1722
34,0.020029,3.17222
35,0.021335,3.17224
36,0.021464,3.17226
37,0.022301,3.17228
38,0.025081,3.1723
39,0.026196,3.17232
40,0.02746,3.17235
41,0.027972,3.17237
42,0.028153,3.1724
43,0.028588,3.17245
44,0.02872,3.17249
45,0.02881,3.17253
46,0.028894,3.17258
47,0.028993,3.17262
48,0.029888,3.17267
49,0.02996,3.1727
50,0.030015,3.17272
51,0.030441,3.17274
52,0.030821,3.17276
53,0.031159,3.17279
54,0.031366,3.1728
55,0.031593,3.17282
56,0.031955,3.17284
57,0.032143,3.17286
58,0.032309,3.17288
59,0.032505,3.1729
60,0.033575,3.17292
61,0.038928,3.17295
62,0.042542,3.17297
63,0.042756,3.17299
64,0.042903,3.17301
65,0.043941,3.17304
66,0.048612,3.17306
67,0.050764,3.17308
68,0.050883,3.1731
69,0.050983,3.17312
70,0.051144,3.17314
71,0.051278,3.17315
72,0.052374,3.17317
73,0.053524,3.1732
74,0.053614,3.17322
75,0.053701,3.17324
76,0.053791,3.17326
77,0.055791,3.17327
78,0.055916,3.17479
79,0.055965,3.17482
80,0.056029,3.17484
81,0.056091,3.17487
82,0.056686,3.17489
83,0.056877,3.17491
84,0.057057,3.17493
85,0.057239,3.17495
86,0.057498,3.17499
87,0.057741,3.17501
88,0.057957,3.17504
89,0.058336,3.17508
90,0.05839,3.17512
91,0.058648,3.17516
92,0.058876,3.1752
93,0.059081,3.17525
94,0.059322,3.17529
95,0.059619,3.17534
96,0.059701,3.17536
97,0.059977,3.17538
98,0.060666,3.17619
99,0.060722,3.17622
100,0.060778,3.17624
101,0.060986,3.17626
102,0.061282,3.17628
103,0.061395,3.1763
104,0.061627,3.17632
105,0.061725,3.17634
106,0.061806,3.17636
107,0.062099,3.17638
108,0.062399,3.1764
109,0.062656,3.17642
110,0.063135,3.17645
111,0.063258,3.17647
112,0.063322,3.17649
113,0.063506,3.17652
114,0.063753,3.17654
115,0.063927,3.17656
116,0.064996,3.17658
117,0.06519,3.1766
118,0.07498,3.17661
119,0.084417,3.17663
120,0.084488,3.17665
121,0.09283,3.17667
122,0.092889,3.17669
123,0.099527,3.17671
124,0.099642,3.17673
125,0.09973,3.17675
126,0.099867,3.17677
127,0.100066,3.17678
128,0.101365,3.17681
129,0.101599,3.17683
130,0.102226,3.17685
131,0.102518,3.17687
132,0.102645,3.17689
133,0.103542,3.17691
134,0.103865,3.17693
135,0.104353,3.17695
136,0.106877,3.17697
137,0.106937,3.17698
138,0.106993,3.177
139,0.107069,3.17702
140,0.107144,3.17704
141,0.10753,3.17706
142,0.108732,3.17708
143,0.108854,3.17709
144,0.11019,3.17711
145,0.111178,3.17713
146,0.111272,3.17715
147,0.111393,3.17717
148,0.111817,3.17719
149,0.111939,3.1772
150,0.112161,3.17722
151,0.112286,3.17724
152,0.112798,3.17726
153,0.112994,3.17728
154,0.113392,3.1773
155,0.115102,3.17732
156,0.115479,3.17733
157,0.115595,3.17735
158,0.11592,3.17737
159,0.116014,3.17739
160,0.116175,3.17741
161,0.116457,3.17764
162,0.117341,3.17767
163,0.117474,3.17769
164,0.120642,3.17771
165,0.120785,3.17773
166,0.1209,3.17775
167,0.121005,3.17777
168,0.121523,3.17779
169,0.12163,3.17782
170,0.121728,3.17785
171,0.122361,3.17787
172,0.122814,3.1779
173,0.123312,3.17792
174,0.123445,3.17793
175,0.123604,3.17795
176,0.123824,3.17797
177,0.124007,3.17799
178,0.124177,3.17801
179,0.124306,3.17802
180,0.124451,3.17804
181,0.124556,3.17806
182,0.124793,3.17808
183,0.124896,3.1781
184,0.125136,3.17812
185,0.125401,3.17813
186,0.125497,3.17815
187,0.125789,3.17817
188,0.126015,3.17819
189,0.126169,3.17821
190,0.126318,3.17822
191,0.12645,3.17824
192,0.126617,3.17826
193,0.126773,3.17828
194,0.126933,3.1783
195,0.127211,3.17832
196,0.127306,3.17833
197,0.127616,3.17835
198,0.127727,3.17837
199,0.12802,3.17839
200,0.128166,3.17841
201,0.128336,3.17842
202,0.128587,3.17844
203,0.128832,3.17846
204,0.129059,3.17848
205,0.129226,3.1785
206,0.129363,3.17852
207,0.129478,3.17853
208,0.129627,3.17855
209,0.129876,3.17857
210,0.130074,3.17859
211,0.130151,3.17861
212,0.130422,3.17862
213,0.130596,3.17864
